Gender;Age at enrollment;Application mode;Course;Scholarship holder;Admission grade;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
1;19;1;9119;0;130.2;5;5;10.2;5;3;12.0
1;19;1;9238;0;132.0;6;5;11.571428571428571;6;3;13.0
1;21;44;9003;0;170.0;6;6;15.285714285714286;6;6;15.166666666666666
1;19;1;9773;0;130.2;6;5;12.6;10;8;11.0
1;18;18;9556;0;115.5;7;6;13.433333333333332;7;4;13.6
1;19;16;9147;0;127.6;5;5;11.6;5;3;11.0
1;25;7;9773;0;140.0;6;6;14.666666666666666;6;6;13.5
1;22;1;9070;0;120.2;6;6;14.666666666666666;6;6;14.666666666666666
1;24;39;9500;0;150.0;8;7;12.742857142857144;8;7;12.742857142857144
1;19;1;9500;0;100.0;7;7;11.975;8;7;13.12857142857143
1;18;43;9119;0;100.0;5;4;12.25;5;3;11.666666666666666
1;20;17;171;0;128.0;0;0;0.0;0;0;0.0
1;19;1;9500;1;128.0;8;7;14.935714285714283;8;7;14.935714285714283
1;19;43;9254;0;107.2;6;2;10.5;6;4;10.0
1;19;1;9670;0;110.1;6;5;13.333333333333334;6;5;13.0
1;23;43;9003;0;119.0;6;0;0.0;6;0;0.0
1;47;39;9773;0;155.5;6;5;13.8;6;4;14.0
1;19;1;9070;0;118.4;6;6;11.833333333333334;6;4;10.75
1;19;1;171;0;141.2;0;0;0.0;0;0;0.0
1;18;1;171;0;119.1;0;0;0.0;0;0;0.0
1;28;43;9147;0;111.0;5;2;10.0;5;0;0.0
1;20;43;9254;0;138.6;6;4;11.5;6;3;11.666666666666666
1;18;17;9254;1;121.2;6;3;10.666666666666666;6;4;12.0
1;21;1;171;1;150.4;0;0;0.0;0;0;0.0
1;19;1;9254;0;117.8;6;4;12.75;6;2;13.0
1;24;39;9254;0;102.5;6;0;0.0;6;0;0.0
1;24;39;9130;0;110.0;6;6;11.333333333333334;6;3;11.333333333333334
1;25;39;9085;0;138.3;6;0;0.0;6;0;0.0
1;28;39;9254;0;122.3;6;6;13.0;6;5;12.2
1;37;39;9991;0;127.8;5;4;10.75;5;3;11.333333333333334
1;19;43;9119;0;100.0;5;5;12.0;5;2;10.5
1;18;17;9500;1;126.4;7;7;13.462857142857144;8;8;13.90625
1;48;39;9254;0;100.0;6;3;10.0;6;1;10.0
1;21;17;9238;0;117.1;6;6;12.333333333333334;6;6;13.666666666666666
1;19;17;9500;1;124.7;7;6;12.528571428571428;7;6;12.416666666666666
1;21;43;9500;1;124.1;8;0;0.0;8;0;0.0
1;23;44;9119;0;129.4;5;0;0.0;5;0;0.0
1;18;1;9130;0;138.9;5;5;13.6;5;4;13.25
1;22;44;9238;0;138.6;6;6;12.333333333333334;6;2;14.0
1;25;16;171;0;133.9;13;10;11.454545454545457;11;7;12.25
1;27;7;9085;0;140.0;13;8;13.5;11;5;14.4
1;49;39;9119;0;95.1;5;0;0.0;5;0;0.0
1;31;39;9991;0;128.2;5;2;11.0;5;0;0.0
1;54;39;9254;0;121.5;6;6;13.714285714285714;6;5;14.333333333333334
1;25;7;33;0;120.0;21;21;12.363636363636363;16;12;12.25
1;20;44;9003;0;130.0;7;3;10.666666666666666;6;2;11.5
1;28;7;9070;0;120.0;6;2;12.0;6;3;12.666666666666666
1;41;39;8014;0;107.0;7;7;12.857142857142858;6;6;13.166666666666666
1;19;1;9670;1;116.1;6;6;13.125;6;6;12.714285714285714
1;22;43;9147;0;114.4;5;0;0.0;5;2;11.5
1;34;1;9254;0;157.7;6;2;13.5;6;0;0.0
1;28;39;9003;0;150.0;11;11;15.090909090909092;10;10;15.0
1;42;1;9853;0;114.3;6;5;12.4;6;5;11.8
1;21;18;9085;0;104.6;6;5;14.0;6;4;14.8
1;50;7;9003;0;140.0;6;2;13.5;6;1;13.0
1;19;1;9147;0;109.1;5;0;0.0;5;0;0.0
1;18;43;9500;0;120.6;7;4;12.65;7;3;10.666666666666666
1;59;39;9991;0;161.9;5;0;0.0;5;0;0.0
1;33;7;9991;0;140.0;5;0;0.0;5;0;0.0
1;23;17;9070;1;178.0;6;6;13.333333333333334;6;5;12.8
1;44;39;9991;0;138.3;5;3;11.333333333333334;5;5;11.142857142857142
1;37;1;8014;0;128.0;6;0;0.0;6;0;0.0
1;36;39;171;0;139.0;0;0;0.0;0;0;0.0
1;22;1;9991;0;113.2;5;3;11.666666666666666;5;2;10.5
1;49;39;8014;0;139.0;6;6;12.166666666666666;6;6;14.428571428571429
1;23;51;9773;0;110.0;6;6;13.333333333333334;6;4;12.75
1;19;1;9070;0;136.6;6;5;11.4;6;3;11.0
1;47;43;8014;0;161.1;6;6;12.142857142857142;6;0;0.0
1;28;43;9003;0;130.0;18;17;13.058823529411764;12;12;12.307692307692308
1;21;44;9003;0;140.0;6;4;11.75;6;4;10.5
1;21;1;9254;0;121.0;6;5;11.833333333333334;6;5;10.0
1;21;43;9238;0;118.6;11;10;12.4;10;10;11.8
1;20;1;9070;0;138.3;6;6;13.428571428571429;6;4;11.5
1;49;42;9147;0;115.8;5;0;0.0;5;0;0.0
1;40;39;9991;0;160.0;5;5;11.0;5;5;13.4
1;22;17;9254;1;114.5;6;6;13.625;6;6;14.428571428571429
1;19;42;9119;0;117.5;5;4;11.8;5;2;11.5
1;31;39;9991;0;121.7;5;0;0.0;5;0;0.0
1;30;42;9119;0;115.0;6;2;15.0;6;2;13.5
1;19;1;9238;0;125.3;6;5;10.8;6;5;11.0
1;22;18;9147;0;131.0;5;3;13.666666666666666;5;3;11.333333333333334
1;19;1;9773;0;126.3;6;6;12.833333333333334;6;6;13.333333333333334
1;21;17;171;0;127.1;0;0;0.0;0;0;0.0
1;19;17;9670;0;138.4;6;6;15.125;6;6;13.428571428571429
1;22;43;9147;0;100.0;5;0;0.0;5;1;10.0
1;22;1;9238;0;126.2;6;5;11.4;6;5;11.0
1;19;1;9238;0;118.8;6;4;12.25;6;6;11.0
1;26;39;9254;0;124.5;6;0;0.0;6;0;0.0
1;23;44;9119;0;140.0;7;3;14.0;6;1;14.0
1;18;17;9070;0;125.1;6;6;12.333333333333334;6;5;10.8
1;22;1;9147;1;118.8;5;5;10.666666666666666;5;2;11.0
1;19;18;9119;0;125.2;5;5;11.833333333333334;5;5;14.714285714285714
1;20;17;9147;0;95.0;5;0;0.0;5;0;0.0
1;22;1;9070;1;107.6;6;6;11.666666666666666;6;6;12.166666666666666
1;18;7;9130;0;140.0;5;2;13.0;5;0;0.0
1;39;43;9991;0;125.4;2;0;0.0;4;0;0.0
1;18;1;9500;0;128.0;8;0;0.0;8;0;0.0
1;18;17;9119;1;129.3;5;5;13.0;5;5;14.2
1;19;1;9238;1;152.0;6;6;13.857142857142858;6;6;14.0
1;18;1;9500;0;128.8;7;6;13.391666666666666;8;8;12.4875
1;18;1;9147;1;152.8;5;4;12.75;5;0;0.0
1;22;44;9130;0;150.0;5;4;14.5;5;5;14.6
1;19;1;9238;0;112.0;6;6;12.166666666666666;6;6;12.166666666666666
1;18;1;9130;0;135.6;5;5;15.4;5;5;15.6
1;31;39;9119;0;134.4;5;2;13.333333333333334;5;2;16.0
1;28;39;9991;0;120.5;5;0;0.0;5;0;0.0
1;19;1;9070;0;141.4;6;0;0.0;6;0;0.0
1;20;17;9254;0;145.2;6;6;13.714285714285714;6;6;14.714285714285714
1;50;39;9238;0;140.0;6;4;12.25;6;0;0.0
1;38;43;9070;0;100.0;6;5;16.0;6;4;16.5
1;31;39;9991;0;140.0;5;1;11.0;5;1;13.0
1;27;39;9500;0;126.0;7;7;14.085714285714284;7;7;14.085714285714284
1;21;18;9238;0;112.6;6;6;10.166666666666666;6;6;10.5
1;34;39;9119;0;106.8;5;1;10.0;5;0;0.0
1;19;51;9119;0;121.6;5;0;0.0;5;1;10.0
1;40;39;9991;0;120.0;5;2;10.5;5;3;10.666666666666666
1;18;1;171;1;160.6;0;0;0.0;0;0;0.0
1;46;39;9070;1;130.0;6;0;0.0;6;0;0.0
1;37;43;8014;0;110.0;6;0;0.0;5;0;0.0
1;31;39;9003;0;110.0;6;0;0.0;6;0;0.0
1;34;39;9003;0;145.8;6;5;13.333333333333334;6;5;12.4
1;18;1;171;1;130.2;0;0;0.0;0;0;0.0
1;18;1;9670;1;122.3;6;6;13.571428571428571;6;6;14.333333333333334
1;19;17;9070;1;125.4;6;6;12.833333333333334;6;6;11.166666666666666
1;40;43;9991;0;130.0;5;4;10.25;8;5;11.2
1;25;39;9130;0;150.0;6;0;0.0;6;0;0.0
1;20;17;9119;0;116.9;5;4;14.5;6;3;13.333333333333334
1;20;17;9119;0;114.7;5;5;15.8;5;5;13.714285714285714
1;43;39;9003;0;95.8;6;0;0.0;6;0;0.0
1;18;17;9119;0;133.1;5;4;12.5;5;3;14.666666666666666
1;35;43;9003;0;150.0;18;18;11.666666666666666;13;12;11.5
1;23;17;9991;0;118.5;5;4;13.0;5;5;13.0
1;19;17;9500;0;131.1;7;7;12.12142857142857;9;8;11.50625
1;21;53;9085;1;150.3;11;9;14.22222222222222;9;7;13.75
1;19;43;9670;0;120.5;6;4;12.5;6;4;13.25
1;20;18;9119;0;105.6;5;5;12.166666666666666;5;5;15.285714285714286
1;30;39;9670;1;125.3;6;0;0.0;6;0;0.0
1;44;39;9254;0;131.0;6;6;12.666666666666666;6;6;11.5
1;19;18;9500;0;127.0;8;7;13.614285714285714;8;7;13.614285714285714
1;22;44;9130;0;150.0;18;12;12.857142857142858;12;10;14.3
1;18;1;9130;0;149.2;5;4;14.0;5;5;14.2
1;21;17;9670;1;121.5;6;4;14.75;6;5;11.8
1;18;1;9085;0;137.3;6;0;0.0;6;0;0.0
1;18;17;9670;0;119.6;6;6;13.625;6;6;14.285714285714286
1;19;1;171;0;141.5;0;0;0.0;0;0;0.0
1;21;44;9003;0;150.0;6;4;11.8;6;4;11.875
1;31;39;9003;0;110.0;6;6;15.125;6;6;14.6
1;21;17;9254;0;110.2;6;4;11.5;6;2;10.5
1;24;39;9119;0;110.3;5;1;10.0;5;1;11.0
1;27;42;9773;0;120.0;4;0;0.0;5;0;0.0
1;20;1;9147;0;114.2;5;3;10.333333333333334;5;5;12.8
1;22;44;9119;0;140.0;5;0;0.0;5;2;11.666666666666666
1;19;1;9003;1;132.8;6;4;12.0;6;4;12.5
1;19;18;9773;0;121.5;6;6;13.833333333333334;6;6;14.5
1;23;1;171;0;127.2;17;13;12.153846153846152;17;11;11.909090909090908
1;18;17;9130;0;128.2;6;6;14.0;6;6;13.666666666666666
1;29;1;9773;0;133.4;6;6;16.5;6;5;13.8
1;29;39;9130;0;120.0;5;1;18.0;5;3;13.333333333333334
1;20;44;9003;0;140.0;6;6;11.285714285714286;6;5;11.77777777777778
1;19;1;171;1;136.9;0;0;0.0;0;0;0.0
1;22;17;171;0;117.0;0;0;0.0;0;0;0.0
1;20;1;9670;0;110.7;6;5;14.0;6;6;12.0
1;24;39;9130;0;160.0;5;4;13.75;5;3;12.0
1;21;1;9670;0;95.0;6;4;13.25;6;5;11.0
1;25;39;9147;1;148.8;5;4;14.25;5;4;14.75
1;32;39;9147;0;110.0;5;0;0.0;5;0;0.0
1;26;43;9991;0;133.9;12;8;11.25;8;3;11.333333333333334
1;18;1;9130;1;125.7;6;6;13.5;6;6;12.5
1;19;17;9254;1;116.6;6;5;12.666666666666666;6;6;12.857142857142858
1;19;1;9070;1;141.0;6;6;15.166666666666666;6;6;12.333333333333334
1;27;7;9119;0;130.0;6;6;13.166666666666666;5;5;15.142857142857142
1;21;53;9003;0;130.0;12;10;11.8;12;9;11.444444444444445
1;20;17;9119;0;115.8;5;4;11.5;5;0;0.0
1;21;44;9070;0;140.0;6;6;14.5;6;6;11.333333333333334
1;22;1;9773;0;126.1;6;5;13.4;6;3;10.666666666666666
1;19;1;171;0;137.5;0;0;0.0;0;0;0.0
1;18;17;9147;1;120.8;5;4;10.8;5;2;12.5
1;28;39;9238;0;136.5;5;0;0.0;5;0;0.0
1;25;39;9003;0;122.0;10;6;11.428571428571429;7;4;12.0
1;25;43;9003;0;130.0;14;8;12.5;13;10;11.6
1;18;1;9147;0;126.3;5;2;13.5;5;3;12.333333333333334
1;26;1;9254;0;98.0;6;0;0.0;6;0;0.0
1;18;17;9147;1;121.0;5;5;12.75;5;5;11.5
1;22;43;9773;0;124.2;6;3;11.333333333333334;6;3;12.333333333333334
1;25;39;9003;0;130.0;6;0;0.0;6;0;0.0
1;19;1;9773;0;136.1;6;5;11.4;6;5;12.4
1;19;17;9773;0;132.8;6;6;14.428571428571429;6;6;14.571428571428571
1;19;17;9500;0;126.3;7;7;12.492857142857144;8;8;11.7125
1;45;39;8014;0;111.5;8;4;11.5;8;4;11.0
1;52;39;9991;0;118.2;5;5;11.2;5;5;12.8
1;20;1;9147;0;115.6;5;3;12.0;5;3;11.0
1;19;1;9500;0;117.8;8;7;15.885714285714286;8;7;15.885714285714286
1;21;1;9500;0;127.0;7;4;12.94;7;4;11.58
1;35;39;8014;0;140.0;6;6;14.0;6;6;14.166666666666666
1;36;39;171;0;106.0;0;0;0.0;0;0;0.0
1;47;39;9500;0;151.0;7;0;0.0;8;0;0.0
1;22;18;9991;0;106.4;5;0;0.0;5;0;0.0
1;41;39;9991;0;125.3;5;4;11.25;5;3;11.0
1;26;7;9119;0;130.0;5;0;0.0;5;0;0.0
0;51;39;8014;0;116.0;6;4;11.25;6;0;0.0
0;43;39;9991;0;120.0;5;3;10.666666666666666;5;4;12.5
0;41;39;8014;0;100.0;6;5;11.8;6;3;10.666666666666666
1;23;43;9147;0;118.5;10;8;11.625;10;10;11.181818181818182
1;22;43;9238;0;118.9;6;0;0.0;5;0;0.0
1;25;17;9070;1;119.3;6;4;10.25;6;4;11.25
1;25;43;9991;0;135.8;15;15;10.8;14;14;11.357142857142858
1;22;53;171;1;130.0;12;11;12.545454545454543;11;11;12.666666666666666
1;24;39;9003;0;129.8;7;7;13.571428571428571;6;5;13.4
1;47;39;9085;0;150.0;6;0;0.0;6;0;0.0
1;41;39;9991;0;111.9;5;0;0.0;5;0;0.0
1;43;39;9003;0;150.1;6;6;14.77777777777778;6;5;12.2
1;29;39;9003;0;130.0;3;0;0.0;4;0;0.0
1;30;39;9119;0;128.0;2;0;0.0;2;0;0.0
1;26;39;9147;0;102.5;4;0;0.0;5;0;0.0
1;27;39;9991;0;102.5;5;0;0.0;5;0;0.0
1;36;39;9670;1;110.0;5;5;11.4;5;5;11.6
1;29;39;9003;0;114.0;9;6;11.666666666666666;7;6;10.857142857142858
1;35;42;9119;0;128.2;10;7;11.285714285714286;8;5;13.0
1;18;1;9773;1;116.5;6;4;11.5;6;5;12.6
1;24;1;9991;1;149.3;5;5;16.0;5;5;16.0
1;18;1;9773;1;134.1;6;6;12.5;6;6;12.666666666666666
1;18;17;9119;0;126.6;5;4;12.0;5;3;13.0
1;21;43;9085;0;120.0;5;0;0.0;5;3;11.666666666666666
1;21;42;9119;0;133.5;5;5;13.0;5;5;12.6
1;32;39;9003;0;110.0;18;13;13.714285714285714;12;12;12.083333333333334
1;22;1;9119;1;107.5;5;3;12.333333333333334;6;3;12.5
1;32;7;9003;0;130.0;17;11;12.727272727272728;12;10;12.7
1;35;43;9670;0;111.6;5;1;14.0;5;0;0.0
1;23;18;9147;0;101.0;5;0;0.0;5;0;0.0
1;39;39;8014;0;108.3;6;5;11.4;6;3;11.0
1;35;43;9670;0;128.2;5;0;0.0;5;1;10.0
1;32;39;9003;0;150.0;6;6;18.875;12;12;17.692307692307693
1;20;1;9853;0;142.8;6;0;0.0;6;0;0.0
1;34;39;9500;0;100.0;7;6;11.333333333333334;7;4;12.6
1;44;7;9991;0;150.0;7;7;13.5;5;5;16.2
1;53;39;9254;0;156.5;11;2;15.0;9;3;10.0
1;28;39;9119;0;98.6;5;0;0.0;5;0;0.0
1;31;7;9991;0;130.0;9;9;14.22222222222222;5;5;12.8
1;18;1;171;0;118.1;0;0;0.0;0;0;0.0
1;44;39;9003;0;120.0;7;4;12.0;6;0;0.0
1;19;1;9085;0;127.7;5;5;12.6;5;4;12.0
1;21;15;171;0;130.0;12;12;15.083333333333334;11;11;13.083333333333334
1;18;18;9119;1;147.7;5;0;0.0;5;0;0.0
1;20;44;9003;0;170.0;6;6;14.5;6;6;15.3
1;55;39;9070;0;110.2;6;6;14.5;6;6;13.5
1;27;1;9147;0;146.4;5;3;10.0;5;1;13.0
1;19;17;9119;0;121.0;5;0;0.0;5;0;0.0
1;18;1;9147;0;129.9;5;5;11.6;5;5;13.2
1;43;39;9773;0;132.0;6;4;11.75;6;0;0.0
1;18;18;9254;0;125.9;6;0;0.0;6;0;0.0
1;18;1;171;0;165.7;0;0;0.0;0;0;0.0
1;20;17;9254;1;122.7;6;0;0.0;6;0;0.0
1;29;39;9991;0;141.4;5;4;11.25;5;4;11.8
1;44;39;9130;0;156.4;6;5;11.571428571428571;6;0;0.0
1;18;1;9119;0;148.5;5;4;10.0;5;1;16.0
1;20;44;9003;1;140.0;6;5;13.833333333333334;6;6;12.3
1;20;43;9070;0;131.7;6;4;12.75;9;3;12.666666666666666
1;36;39;9147;0;104.7;4;0;0.0;5;0;0.0
1;19;44;9130;0;150.0;6;5;11.6;6;2;11.0
1;29;39;9085;0;110.0;5;0;0.0;5;0;0.0
1;18;1;9670;0;129.1;6;4;11.25;6;3;10.333333333333334
1;24;39;9003;0;120.0;6;0;0.0;6;0;0.0
1;20;1;9773;0;127.0;6;6;14.333333333333334;6;6;15.0
1;45;39;8014;0;151.5;6;0;0.0;5;0;0.0
1;28;43;9500;1;126.8;23;20;13.5;23;20;13.5
1;23;1;9254;0;140.8;6;6;12.666666666666666;6;5;12.2
1;18;1;9500;0;125.6;7;7;12.444285714285714;8;7;11.347142857142858
1;23;1;9147;0;127.8;5;3;10.666666666666666;5;3;11.333333333333334
1;22;43;171;0;120.0;0;0;0.0;0;0;0.0
1;22;1;9070;1;131.3;6;6;12.666666666666666;6;5;12.4
1;33;39;9991;0;155.7;5;5;13.2;5;5;14.833333333333334
1;21;53;9003;0;128.5;12;10;12.7;12;11;12.181818181818182
1;45;39;9147;0;170.0;5;5;14.833333333333334;5;5;14.8
1;44;39;9003;0;100.0;10;4;11.5;7;1;12.0
1;42;39;9670;0;107.2;6;0;0.0;6;0;0.0
1;20;18;9147;0;139.3;5;0;0.0;5;0;0.0
1;20;17;9147;0;123.2;5;3;12.666666666666666;5;2;12.5
1;20;1;9254;1;122.3;6;6;14.714285714285714;6;6;12.5
1;20;17;9773;0;127.9;6;3;13.666666666666666;6;4;10.25
1;19;1;9147;0;120.3;5;5;10.8;5;2;13.5
1;26;51;8014;0;128.5;8;4;10.5;10;7;10.428571428571429
1;31;39;9003;0;150.0;6;6;15.0;6;5;12.5
1;19;1;9773;1;136.1;6;6;12.666666666666666;6;6;14.0
1;28;39;9773;0;128.0;6;6;13.166666666666666;6;6;13.666666666666666
1;20;1;171;1;158.1;0;0;0.0;0;0;0.0
0;43;1;8014;0;108.7;6;6;13.0;6;6;12.5
1;25;39;171;1;110.0;0;0;0.0;0;0;0.0
0;40;39;9238;0;120.0;6;2;10.0;6;1;15.0
0;20;44;9085;0;150.0;6;6;13.333333333333334;6;5;13.375
0;46;39;8014;0;113.0;6;3;12.333333333333334;6;6;13.333333333333334
0;26;51;33;0;118.6;21;20;13.181818181818182;14;14;11.642857142857142
0;34;39;9500;1;148.8;7;6;12.513333333333334;8;7;13.071428571428571
0;19;18;9853;0;120.3;6;0;0.0;6;0;0.0
0;18;1;9500;1;127.0;8;7;13.585714285714284;8;7;13.585714285714284
0;18;1;9556;0;113.8;7;7;11.155555555555557;8;8;11.425
1;37;39;8014;1;108.0;7;6;11.857142857142858;6;5;12.0
1;23;17;171;1;129.1;0;0;0.0;0;0;0.0
1;26;43;9070;0;135.9;14;14;14.0;13;13;13.615384615384617
0;18;10;9773;0;154.4;6;5;12.0;6;0;0.0
0;18;15;9500;0;190.0;7;4;11.575;7;5;12.419999999999998
0;19;17;9500;0;132.5;7;7;13.198571428571428;8;8;13.0625
0;18;10;9085;0;163.3;6;6;13.5;6;6;12.0
0;19;1;9670;0;122.5;6;6;13.333333333333334;6;5;12.8
1;20;17;9119;0;121.0;5;4;14.25;5;1;10.0
0;22;17;9070;1;131.8;6;6;12.166666666666666;6;4;12.0
0;18;1;9500;1;135.0;8;7;12.214285714285714;8;7;12.214285714285714
0;18;17;9254;1;141.7;6;6;12.666666666666666;6;6;13.0
0;18;1;9773;1;131.3;6;6;12.285714285714286;6;6;13.5
0;18;1;9254;1;123.9;6;6;13.0;6;6;13.0
0;18;1;9254;0;126.1;6;6;12.142857142857142;6;6;11.166666666666666
0;19;17;9500;1;126.5;7;7;13.875714285714285;8;7;13.085714285714284
0;20;17;9853;0;107.3;6;0;0.0;6;0;0.0
0;19;17;9238;1;95.0;6;6;11.666666666666666;6;0;0.0
0;18;1;9085;0;116.1;6;6;13.153846153846152;6;3;11.0
0;18;1;9070;1;134.6;6;6;14.5;6;6;12.833333333333334
0;18;17;9500;1;128.0;7;7;14.44142857142857;8;8;13.65625
0;18;17;9773;0;144.2;6;6;15.166666666666666;6;6;14.285714285714286
0;18;17;9147;1;129.5;5;5;11.6;5;4;12.625
0;18;17;9773;0;116.8;6;6;11.666666666666666;6;6;12.333333333333334
0;20;44;9003;1;160.0;6;6;12.625;6;6;13.2
0;19;16;9238;1;127.1;6;3;12.666666666666666;6;6;11.0
0;18;17;9130;1;126.3;6;6;12.833333333333334;6;6;13.0
0;19;1;9238;1;112.9;6;6;11.857142857142858;6;6;13.142857142857142
0;19;17;9853;0;130.2;6;5;11.4;6;4;10.75
0;19;43;9130;0;100.0;5;5;14.857142857142858;5;5;15.142857142857142
0;19;1;9670;0;121.6;6;6;14.714285714285714;6;6;15.833333333333334
0;20;15;9670;0;130.0;6;6;13.5;6;5;13.0
0;18;18;9130;1;121.7;5;4;11.5;5;5;12.4
0;33;7;9147;0;120.0;5;2;14.0;5;0;0.0
0;19;1;9853;1;143.5;7;6;12.833333333333334;6;0;0.0
0;18;17;9556;1;128.3;7;7;13.428571428571429;8;8;14.75
0;19;17;9070;0;111.9;6;0;0.0;6;0;0.0
0;19;44;9003;0;140.0;6;3;11.666666666666666;6;4;11.5
0;18;1;9773;0;137.6;6;6;16.0;6;6;14.333333333333334
0;20;1;9238;0;135.0;6;6;13.833333333333334;6;6;11.833333333333334
0;19;1;9500;0;133.8;8;8;13.2325;8;8;13.2325
1;18;1;9773;1;126.9;6;6;14.0;6;6;14.166666666666666
1;19;17;9254;1;106.7;6;2;10.0;6;0;0.0
0;25;43;8014;0;145.7;16;15;13.333333333333334;13;11;12.272727272727272
0;20;17;9070;1;153.1;6;6;12.5;6;6;14.333333333333334
0;19;1;8014;0;118.7;6;6;12.5;6;6;11.5
1;33;17;9991;0;161.8;5;2;10.5;5;0;0.0
1;18;18;9119;0;124.9;5;3;10.666666666666666;5;3;11.333333333333334
1;18;1;9119;0;150.8;5;4;10.5;5;2;10.5
0;19;15;9147;0;130.0;5;4;12.0;5;5;11.4
0;18;1;171;0;163.6;0;0;0.0;0;0;0.0
0;19;43;9147;0;115.0;5;5;11.5;5;2;10.666666666666666
0;18;1;9773;0;136.8;6;6;14.0;6;6;13.5
0;18;17;9853;0;130.9;6;6;13.5;6;5;12.6
0;18;1;9500;0;127.0;8;8;13.07375;8;8;13.07375
0;37;39;9500;0;120.0;7;2;10.75;7;0;0.0
0;20;1;9238;0;126.0;6;1;12.0;5;0;0.0
0;20;1;9254;1;153.8;6;6;14.0;6;6;13.333333333333334
1;21;15;9238;0;140.0;6;6;12.333333333333334;6;6;13.428571428571429
0;18;17;9500;1;136.6;7;7;13.464285714285714;8;8;14.788888888888888
0;26;39;8014;0;105.0;6;3;10.666666666666666;6;5;11.2
0;41;39;9147;0;139.4;5;5;11.6;5;5;12.2
0;18;1;9773;1;140.0;6;6;13.666666666666666;6;6;14.666666666666666
0;18;1;9500;0;130.8;8;8;14.4025;8;8;14.4025
0;31;1;9500;0;138.8;7;7;15.46875;8;8;16.3875
0;23;1;9238;0;110.0;6;6;12.625;6;6;14.166666666666666
0;19;1;9500;0;127.8;7;6;14.983333333333334;7;6;14.983333333333334
0;20;16;9773;1;134.2;6;6;15.0;6;6;13.0
0;40;39;8014;0;143.0;9;9;15.88888888888889;7;7;14.142857142857142
0;32;44;9085;0;120.0;6;4;11.5;6;3;11.0
0;24;1;9254;0;113.2;6;2;10.5;6;1;10.0
0;18;17;9500;0;135.8;7;6;13.983333333333334;7;6;13.983333333333334
0;18;1;9238;0;143.5;6;6;13.0;6;6;12.833333333333334
0;18;1;9238;1;148.9;6;6;13.666666666666666;6;6;13.0
0;27;39;9003;0;115.6;6;0;0.0;6;0;0.0
0;18;1;9147;0;159.3;5;5;14.4;5;5;15.4
0;26;39;9991;0;138.5;5;4;12.0;5;4;11.25
0;19;1;9853;0;133.2;6;6;14.166666666666666;6;6;13.666666666666666
0;19;17;8014;0;117.6;6;5;12.2;6;6;12.0
0;21;18;9147;0;108.7;5;3;12.0;5;3;12.666666666666666
0;24;1;9147;0;106.0;5;2;10.5;5;1;11.0
0;20;17;9853;0;122.6;6;3;12.333333333333334;6;2;10.5
0;18;1;9853;0;127.4;6;5;12.2;6;5;12.2
0;30;39;9003;0;100.0;6;0;0.0;6;0;0.0
0;22;1;9853;0;95.0;7;6;11.5;7;6;13.166666666666666
0;21;7;9147;0;130.0;9;9;10.88888888888889;10;10;11.615384615384617
0;26;39;9556;0;122.8;7;6;12.166666666666666;8;8;11.675
0;23;17;9147;0;115.0;5;2;10.0;5;1;12.0
0;18;17;9070;1;145.9;6;6;12.666666666666666;6;6;12.166666666666666
0;21;1;9070;0;143.0;6;5;11.4;6;5;12.2
0;18;43;171;1;100.0;0;0;0.0;0;0;0.0
0;21;17;9085;0;121.3;5;2;13.0;5;4;12.0
0;18;17;9853;0;121.2;6;5;13.4;6;5;12.0
0;19;17;9853;1;125.1;6;6;13.5;6;5;12.8
0;22;17;9254;0;112.9;6;4;12.25;6;3;11.333333333333334
0;19;1;9238;0;120.8;6;6;12.285714285714286;6;6;12.833333333333334
0;19;1;9085;0;114.0;5;0;0.0;5;0;0.0
0;19;17;9238;0;132.1;6;2;10.5;6;1;13.0
0;27;44;9085;0;160.0;5;3;14.0;5;5;12.0
0;22;10;9085;0;134.0;5;5;14.2;5;5;12.2
0;18;1;9773;0;124.2;6;5;13.0;6;6;13.142857142857142
0;20;17;9254;0;115.6;6;6;11.0;6;4;12.75
0;34;43;9991;0;128.2;8;3;11.0;7;2;10.0
0;18;17;9500;0;132.8;7;6;12.385714285714286;8;8;13.755555555555556
1;20;17;9773;0;123.1;6;4;14.75;6;4;12.25
0;20;1;9130;0;125.6;5;5;16.166666666666668;5;5;15.833333333333334
1;25;39;9991;0;115.0;5;0;0.0;5;0;0.0
1;18;1;9119;0;123.6;5;5;12.4;5;3;13.0
1;18;1;9130;0;141.7;6;5;11.6;6;4;13.0
0;18;17;9853;1;139.0;6;5;12.2;6;0;0.0
0;19;17;9254;1;118.0;6;5;11.0;6;5;12.8
0;19;17;9853;1;142.0;6;6;12.333333333333334;6;5;12.4
0;21;44;9238;1;143.4;6;6;14.833333333333334;6;6;12.571428571428571
0;29;42;9070;0;115.9;10;9;11.555555555555555;11;10;11.9
0;20;1;9070;1;105.1;6;6;12.0;6;6;11.833333333333334
0;21;51;8014;1;138.0;13;11;12.727272727272728;11;10;12.6
0;34;43;9991;0;114.7;2;2;10.5;1;1;11.0
0;20;1;9773;0;130.5;6;6;12.333333333333334;6;6;12.0
1;24;39;9991;0;134.3;5;0;0.0;5;1;12.0
