Gender;Age at enrollment;Scholarship holder;Admission grade;Debtor;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;18;0;134.9;0;7;7;13.642.857.142.857.100;8;8;14.772.727.272.727.200
0;19;0;142.0;0;6;6;12.666.666.666.666.600;6;6;12.714.285.714.285.700
0;19;0;127.3;0;0;0;0.0;0;0;0.0
0;18;1;116.5;0;6;5;10.8;6;6;10.5
0;19;1;138.6;0;7;6;14.25;8;8;13.063.636.363.636.300
0;20;0;133.0;0;14;12;12.153.846.153.846.100;12;10;12.9
0;19;0;136.2;0;6;1;11.5;6;2;10.5
0;19;1;118.0;0;6;4;12.25;6;3;12.333.333.333.333.300
0;18;1;126.8;0;6;6;12.0;6;5;11.142.857.142.857.100
0;18;1;128.5;0;8;8;1.340.375;8;8;1.340.375
0;19;1;129.9;0;6;6;11.333.333.333.333.300;6;3;12.666.666.666.666.600
1;20;0;125.8;1;6;5;12.2;6;6;12.333.333.333.333.300
1;18;1;129.3;0;0;0;0.0;0;0;0.0
1;18;0;124.7;0;7;0;0.0;8;0;0.0
1;35;0;154.9;1;6;5;16.166.666.666.666.600;6;4;16.0
1;18;0;127.3;0;5;3;11.0;5;3;11.0
1;19;1;129.0;0;0;0;0.0;0;0;0.0
1;19;1;98.0;0;6;4;12.0;6;6;12.285.714.285.714.200
1;20;0;122.0;0;5;2;10.5;5;4;12.25
1;19;0;112.5;0;6;3;11.666.666.666.666.600;6;4;10.333.333.333.333.300
1;19;0;127.3;0;5;3;11.0;5;2;10.0
1;24;0;100.5;0;7;0;0.0;7;0;0.0
1;29;0;122.0;1;6;4;12.5;6;0;0.0
1;24;0;140.0;0;7;7;11.294.444.444.444.400;8;2;12.6
1;19;0;116.1;0;6;5;11.2;6;4;12.5
1;37;0;130.0;0;0;0;0.0;0;0;0.0
1;18;0;146.2;0;6;5;13.2;6;5;11.8
1;20;1;180.0;0;7;6;14.142.857.142.857.100;6;6;14.125
1;18;0;127.8;0;5;0;0.0;5;0;0.0
1;22;0;130.8;0;5;0;0.0;5;3;13.333.333.333.333.300
1;22;1;109.0;0;5;3;12.333.333.333.333.300;5;3;10.571.428.571.428.500
1;18;0;132.4;1;6;0;0.0;6;0;0.0
1;18;0;129.3;0;8;7;13.1;8;7;13.1
1;19;0;125.4;0;6;6;13.5;6;6;13.166.666.666.666.600
1;19;0;130.2;0;5;5;10.2;5;3;12.0
1;19;0;132.0;0;6;5;11.571.428.571.428.500;6;3;13.0
1;21;0;170.0;1;6;6;15.285.714.285.714.200;6;6;15.166.666.666.666.600
1;19;0;130.2;0;6;5;12.6;10;8;11.0
1;18;0;115.5;0;7;6;13.433.333.333.333.300;7;4;13.6
1;19;0;127.6;0;5;5;11.6;5;3;11.0
1;25;0;140.0;0;6;6;14.666.666.666.666.600;6;6;13.5
1;22;0;120.2;0;6;6;14.666.666.666.666.600;6;6;14.666.666.666.666.600
1;24;0;150.0;0;8;7;12.742.857.142.857.100;8;7;12.742.857.142.857.100
1;19;0;100.0;0;7;7;11.975;8;7;1.312.857.142.857.140
1;18;0;100.0;0;5;4;12.25;5;3;11.666.666.666.666.600
1;20;0;128.0;0;0;0;0.0;0;0;0.0
1;19;1;128.0;0;8;7;14.935.714.285.714.200;8;7;14.935.714.285.714.200
1;19;0;107.2;0;6;2;10.5;6;4;10.0
1;19;0;110.1;0;6;5;13.333.333.333.333.300;6;5;13.0
1;23;0;119.0;1;6;0;0.0;6;0;0.0
1;47;0;155.5;0;6;5;13.8;6;4;14.0
1;19;0;118.4;0;6;6;11.833.333.333.333.300;6;4;10.75
1;19;0;141.2;0;0;0;0.0;0;0;0.0
1;18;0;119.1;0;0;0;0.0;0;0;0.0
1;28;0;111.0;0;5;2;10.0;5;0;0.0
1;20;0;138.6;0;6;4;11.5;6;3;11.666.666.666.666.600
1;18;1;121.2;0;6;3;10.666.666.666.666.600;6;4;12.0
1;21;1;150.4;0;0;0;0.0;0;0;0.0
1;19;0;117.8;0;6;4;12.75;6;2;13.0
1;24;0;102.5;1;6;0;0.0;6;0;0.0
1;24;0;110.0;0;6;6;11.333.333.333.333.300;6;3;11.333.333.333.333.300
1;25;0;138.3;1;6;0;0.0;6;0;0.0
1;28;0;122.3;0;6;6;13.0;6;5;12.2
1;37;0;127.8;0;5;4;10.75;5;3;11.333.333.333.333.300
1;19;0;100.0;0;5;5;12.0;5;2;10.5
1;18;1;126.4;0;7;7;13.462.857.142.857.100;8;8;1.390.625
1;48;0;100.0;0;6;3;10.0;6;1;10.0
1;21;0;117.1;0;6;6;12.333.333.333.333.300;6;6;13.666.666.666.666.600
1;19;1;124.7;0;7;6;12.528.571.428.571.400;7;6;12.416.666.666.666.600
1;21;1;124.1;0;8;0;0.0;8;0;0.0
1;23;0;129.4;1;5;0;0.0;5;0;0.0
1;18;0;138.9;0;5;5;13.6;5;4;13.25
1;22;0;138.6;0;6;6;12.333.333.333.333.300;6;2;14.0
1;25;0;133.9;0;13;10;11.454.545.454.545.400;11;7;12.25
1;27;0;140.0;1;13;8;13.5;11;5;14.4
1;49;0;95.1;0;5;0;0.0;5;0;0.0
1;31;0;128.2;0;5;2;11.0;5;0;0.0
1;54;0;121.5;0;6;6;13.714.285.714.285.700;6;5;14.333.333.333.333.300
1;25;0;120.0;1;21;21;12.363.636.363.636.300;16;12;12.25
1;20;0;130.0;0;7;3;10.666.666.666.666.600;6;2;11.5
1;28;0;120.0;0;6;2;12.0;6;3;12.666.666.666.666.600
1;41;0;107.0;0;7;7;12.857.142.857.142.800;6;6;13.166.666.666.666.600
1;19;1;116.1;0;6;6;13.125;6;6;12.714.285.714.285.700
1;22;0;114.4;0;5;0;0.0;5;2;11.5
1;34;0;157.7;0;6;2;13.5;6;0;0.0
1;28;0;150.0;1;11;11;15.090.909.090.909.000;10;10;15.0
1;42;0;114.3;0;6;5;12.4;6;5;11.8
1;21;0;104.6;0;6;5;14.0;6;4;14.8
1;50;0;140.0;0;6;2;13.5;6;1;13.0
1;19;0;109.1;0;5;0;0.0;5;0;0.0
1;18;0;120.6;0;7;4;12.65;7;3;10.666.666.666.666.600
1;59;0;161.9;0;5;0;0.0;5;0;0.0
1;33;0;140.0;0;5;0;0.0;5;0;0.0
1;23;1;178.0;0;6;6;13.333.333.333.333.300;6;5;12.8
1;44;0;138.3;0;5;3;11.333.333.333.333.300;5;5;11.142.857.142.857.100
1;37;0;128.0;0;6;0;0.0;6;0;0.0
1;36;0;139.0;0;0;0;0.0;0;0;0.0
1;22;0;113.2;0;5;3;11.666.666.666.666.600;5;2;10.5
1;49;0;139.0;0;6;6;12.166.666.666.666.600;6;6;14.428.571.428.571.400
1;23;0;110.0;0;6;6;13.333.333.333.333.300;6;4;12.75
1;19;0;136.6;0;6;5;11.4;6;3;11.0
1;47;0;161.1;0;6;6;12.142.857.142.857.100;6;0;0.0
1;28;0;130.0;0;18;17;13.058.823.529.411.700;12;12;12.307.692.307.692.300
1;21;0;140.0;0;6;4;11.75;6;4;10.5
1;21;0;121.0;1;6;5;11.833.333.333.333.300;6;5;10.0
1;21;0;118.6;0;11;10;12.4;10;10;11.8
1;20;0;138.3;0;6;6;13.428.571.428.571.400;6;4;11.5
1;49;0;115.8;0;5;0;0.0;5;0;0.0
1;40;0;160.0;0;5;5;11.0;5;5;13.4
1;22;1;114.5;0;6;6;13.625;6;6;14.428.571.428.571.400
1;19;0;117.5;0;5;4;11.8;5;2;11.5
1;31;0;121.7;0;5;0;0.0;5;0;0.0
1;30;0;115.0;0;6;2;15.0;6;2;13.5
1;19;0;125.3;0;6;5;10.8;6;5;11.0
1;22;0;131.0;0;5;3;13.666.666.666.666.600;5;3;11.333.333.333.333.300
1;19;0;126.3;0;6;6;12.833.333.333.333.300;6;6;13.333.333.333.333.300
1;21;0;127.1;0;0;0;0.0;0;0;0.0
1;19;0;138.4;0;6;6;15.125;6;6;13.428.571.428.571.400
1;22;0;100.0;0;5;0;0.0;5;1;10.0
1;22;0;126.2;0;6;5;11.4;6;5;11.0
1;19;0;118.8;0;6;4;12.25;6;6;11.0
1;26;0;124.5;0;6;0;0.0;6;0;0.0
1;23;0;140.0;0;7;3;14.0;6;1;14.0
1;18;0;125.1;0;6;6;12.333.333.333.333.300;6;5;10.8
1;22;1;118.8;1;5;5;10.666.666.666.666.600;5;2;11.0
1;19;0;125.2;0;5;5;11.833.333.333.333.300;5;5;14.714.285.714.285.700
1;20;0;95.0;0;5;0;0.0;5;0;0.0
1;22;1;107.6;0;6;6;11.666.666.666.666.600;6;6;12.166.666.666.666.600
1;18;0;140.0;0;5;2;13.0;5;0;0.0
1;39;0;125.4;0;2;0;0.0;4;0;0.0
1;18;0;128.0;0;8;0;0.0;8;0;0.0
1;18;1;129.3;0;5;5;13.0;5;5;14.2
1;19;1;152.0;0;6;6;13.857.142.857.142.800;6;6;14.0
1;18;0;128.8;0;7;6;13.391.666.666.666.600;8;8;124.875
1;18;1;152.8;0;5;4;12.75;5;0;0.0
1;22;0;150.0;0;5;4;14.5;5;5;14.6
1;19;0;112.0;0;6;6;12.166.666.666.666.600;6;6;12.166.666.666.666.600
1;18;0;135.6;0;5;5;15.4;5;5;15.6
1;31;0;134.4;1;5;2;13.333.333.333.333.300;5;2;16.0
1;28;0;120.5;0;5;0;0.0;5;0;0.0
1;19;0;141.4;0;6;0;0.0;6;0;0.0
1;20;0;145.2;0;6;6;13.714.285.714.285.700;6;6;14.714.285.714.285.700
1;50;0;140.0;0;6;4;12.25;6;0;0.0
1;38;0;100.0;0;6;5;16.0;6;4;16.5
1;31;0;140.0;0;5;1;11.0;5;1;13.0
1;27;0;126.0;0;7;7;14.085.714.285.714.200;7;7;14.085.714.285.714.200
1;21;0;112.6;0;6;6;10.166.666.666.666.600;6;6;10.5
1;34;0;106.8;0;5;1;10.0;5;0;0.0
1;19;0;121.6;0;5;0;0.0;5;1;10.0
1;40;0;120.0;0;5;2;10.5;5;3;10.666.666.666.666.600
1;18;1;160.6;0;0;0;0.0;0;0;0.0
1;46;1;130.0;1;6;0;0.0;6;0;0.0
1;37;0;110.0;0;6;0;0.0;5;0;0.0
1;31;0;110.0;0;6;0;0.0;6;0;0.0
1;34;0;145.8;0;6;5;13.333.333.333.333.300;6;5;12.4
1;18;1;130.2;0;0;0;0.0;0;0;0.0
1;18;1;122.3;0;6;6;13.571.428.571.428.500;6;6;14.333.333.333.333.300
1;19;1;125.4;0;6;6;12.833.333.333.333.300;6;6;11.166.666.666.666.600
1;40;0;130.0;0;5;4;10.25;8;5;11.2
1;25;0;150.0;0;6;0;0.0;6;0;0.0
1;20;0;116.9;1;5;4;14.5;6;3;13.333.333.333.333.300
1;20;0;114.7;0;5;5;15.8;5;5;13.714.285.714.285.700
1;43;0;95.8;0;6;0;0.0;6;0;0.0
1;18;0;133.1;0;5;4;12.5;5;3;14.666.666.666.666.600
1;35;0;150.0;0;18;18;11.666.666.666.666.600;13;12;11.5
1;23;0;118.5;0;5;4;13.0;5;5;13.0
1;19;0;131.1;0;7;7;1.212.142.857.142.850;9;8;1.150.625
1;21;1;150.3;0;11;9;1.422.222.222.222.220;9;7;13.75
1;19;0;120.5;0;6;4;12.5;6;4;13.25
1;20;0;105.6;0;5;5;12.166.666.666.666.600;5;5;15.285.714.285.714.200
1;30;1;125.3;0;6;0;0.0;6;0;0.0
1;44;0;131.0;0;6;6;12.666.666.666.666.600;6;6;11.5
1;19;0;127.0;0;8;7;13.614.285.714.285.700;8;7;13.614.285.714.285.700
1;22;0;150.0;0;18;12;12.857.142.857.142.800;12;10;14.3
1;18;0;149.2;0;5;4;14.0;5;5;14.2
1;21;1;121.5;0;6;4;14.75;6;5;11.8
1;18;0;137.3;0;6;0;0.0;6;0;0.0
1;18;0;119.6;0;6;6;13.625;6;6;14.285.714.285.714.200
1;19;0;141.5;0;0;0;0.0;0;0;0.0
1;21;0;150.0;0;6;4;11.8;6;4;11.875
1;31;0;110.0;0;6;6;15.125;6;6;14.6
1;21;0;110.2;0;6;4;11.5;6;2;10.5
1;24;0;110.3;1;5;1;10.0;5;1;11.0
1;27;0;120.0;0;4;0;0.0;5;0;0.0
1;20;0;114.2;0;5;3;10.333.333.333.333.300;5;5;12.8
1;22;0;140.0;0;5;0;0.0;5;2;11.666.666.666.666.600
1;19;1;132.8;0;6;4;12.0;6;4;12.5
1;19;0;121.5;0;6;6;13.833.333.333.333.300;6;6;14.5
1;23;0;127.2;1;17;13;12.153.846.153.846.100;17;11;11.909.090.909.090.900
1;18;0;128.2;0;6;6;14.0;6;6;13.666.666.666.666.600
1;29;0;133.4;0;6;6;16.5;6;5;13.8
1;29;0;120.0;0;5;1;18.0;5;3;13.333.333.333.333.300
1;20;0;140.0;0;6;6;11.285.714.285.714.200;6;5;1.177.777.777.777.770
1;19;1;136.9;0;0;0;0.0;0;0;0.0
1;22;0;117.0;0;0;0;0.0;0;0;0.0
1;20;0;110.7;0;6;5;14.0;6;6;12.0
1;24;0;160.0;0;5;4;13.75;5;3;12.0
1;21;0;95.0;0;6;4;13.25;6;5;11.0
1;25;1;148.8;0;5;4;14.25;5;4;14.75
1;32;0;110.0;0;5;0;0.0;5;0;0.0
1;26;0;133.9;0;12;8;11.25;8;3;11.333.333.333.333.300
1;18;1;125.7;0;6;6;13.5;6;6;12.5
1;19;1;116.6;0;6;5;12.666.666.666.666.600;6;6;12.857.142.857.142.800
1;19;1;141.0;0;6;6;15.166.666.666.666.600;6;6;12.333.333.333.333.300
1;27;0;130.0;0;6;6;13.166.666.666.666.600;5;5;15.142.857.142.857.100
1;21;0;130.0;1;12;10;11.8;12;9;11.444.444.444.444.400
1;20;0;115.8;0;5;4;11.5;5;0;0.0
1;21;0;140.0;0;6;6;14.5;6;6;11.333.333.333.333.300
1;22;0;126.1;0;6;5;13.4;6;3;10.666.666.666.666.600
1;19;0;137.5;1;0;0;0.0;0;0;0.0
1;18;1;120.8;0;5;4;10.8;5;2;12.5
1;28;0;136.5;0;5;0;0.0;5;0;0.0
1;25;0;122.0;1;10;6;11.428.571.428.571.400;7;4;12.0
1;25;0;130.0;0;14;8;12.5;13;10;11.6
1;18;0;126.3;0;5;2;13.5;5;3;12.333.333.333.333.300
1;26;0;98.0;0;6;0;0.0;6;0;0.0
1;18;1;121.0;0;5;5;12.75;5;5;11.5
1;22;0;124.2;0;6;3;11.333.333.333.333.300;6;3;12.333.333.333.333.300
1;25;0;130.0;0;6;0;0.0;6;0;0.0
1;19;0;136.1;0;6;5;11.4;6;5;12.4
1;19;0;132.8;0;6;6;14.428.571.428.571.400;6;6;14.571.428.571.428.500
1;19;0;126.3;0;7;7;12.492.857.142.857.100;8;8;117.125
1;45;0;111.5;0;8;4;11.5;8;4;11.0
1;52;0;118.2;0;5;5;11.2;5;5;12.8
1;20;0;115.6;0;5;3;12.0;5;3;11.0
1;19;0;117.8;0;8;7;15.885.714.285.714.200;8;7;15.885.714.285.714.200
1;21;0;127.0;1;7;4;12.94;7;4;11.58
1;35;0;140.0;0;6;6;14.0;6;6;14.166.666.666.666.600
1;36;0;106.0;0;0;0;0.0;0;0;0.0
1;47;0;151.0;1;7;0;0.0;8;0;0.0
1;22;0;106.4;0;5;0;0.0;5;0;0.0
1;41;0;125.3;0;5;4;11.25;5;3;11.0
1;26;0;130.0;0;5;0;0.0;5;0;0.0
0;51;0;116.0;0;6;4;11.25;6;0;0.0
0;43;0;120.0;0;5;3;10.666.666.666.666.600;5;4;12.5
0;41;0;100.0;0;6;5;11.8;6;3;10.666.666.666.666.600
1;23;0;118.5;0;10;8;11.625;10;10;11.181.818.181.818.100
1;22;0;118.9;0;6;0;0.0;5;0;0.0
1;25;1;119.3;0;6;4;10.25;6;4;11.25
1;25;0;135.8;0;15;15;10.8;14;14;11.357.142.857.142.800
1;22;1;130.0;0;12;11;12.545.454.545.454.500;11;11;12.666.666.666.666.600
1;24;0;129.8;0;7;7;13.571.428.571.428.500;6;5;13.4
1;47;0;150.0;0;6;0;0.0;6;0;0.0
1;41;0;111.9;0;5;0;0.0;5;0;0.0
1;43;0;150.1;0;6;6;1.477.777.777.777.770;6;5;12.2
1;29;0;130.0;0;3;0;0.0;4;0;0.0
1;30;0;128.0;0;2;0;0.0;2;0;0.0
1;26;0;102.5;0;4;0;0.0;5;0;0.0
1;27;0;102.5;0;5;0;0.0;5;0;0.0
1;36;1;110.0;0;5;5;11.4;5;5;11.6
1;29;0;114.0;0;9;6;11.666.666.666.666.600;7;6;10.857.142.857.142.800
1;35;0;128.2;0;10;7;11.285.714.285.714.200;8;5;13.0
1;18;1;116.5;0;6;4;11.5;6;5;12.6
1;24;1;149.3;0;5;5;16.0;5;5;16.0
1;18;1;134.1;0;6;6;12.5;6;6;12.666.666.666.666.600
1;18;0;126.6;0;5;4;12.0;5;3;13.0
1;21;0;120.0;0;5;0;0.0;5;3;11.666.666.666.666.600
1;21;0;133.5;0;5;5;13.0;5;5;12.6
1;32;0;110.0;0;18;13;13.714.285.714.285.700;12;12;12.083.333.333.333.300
1;22;1;107.5;0;5;3;12.333.333.333.333.300;6;3;12.5
1;32;0;130.0;0;17;11;12.727.272.727.272.700;12;10;12.7
1;35;0;111.6;0;5;1;14.0;5;0;0.0
1;23;0;101.0;0;5;0;0.0;5;0;0.0
1;39;0;108.3;0;6;5;11.4;6;3;11.0
1;35;0;128.2;0;5;0;0.0;5;1;10.0
1;32;0;150.0;0;6;6;18.875;12;12;17.692.307.692.307.600
1;20;0;142.8;0;6;0;0.0;6;0;0.0
1;34;0;100.0;0;7;6;11.333.333.333.333.300;7;4;12.6
1;44;0;150.0;0;7;7;13.5;5;5;16.2
1;53;0;156.5;0;11;2;15.0;9;3;10.0
1;28;0;98.6;1;5;0;0.0;5;0;0.0
1;31;0;130.0;0;9;9;1.422.222.222.222.220;5;5;12.8
1;18;0;118.1;1;0;0;0.0;0;0;0.0
1;44;0;120.0;1;7;4;12.0;6;0;0.0
1;19;0;127.7;0;5;5;12.6;5;4;12.0
1;21;0;130.0;0;12;12;15.083.333.333.333.300;11;11;13.083.333.333.333.300
1;18;1;147.7;0;5;0;0.0;5;0;0.0
1;20;0;170.0;0;6;6;14.5;6;6;15.3
1;55;0;110.2;0;6;6;14.5;6;6;13.5
1;27;0;146.4;0;5;3;10.0;5;1;13.0
1;19;0;121.0;0;5;0;0.0;5;0;0.0
1;18;0;129.9;0;5;5;11.6;5;5;13.2
1;43;0;132.0;0;6;4;11.75;6;0;0.0
1;18;0;125.9;0;6;0;0.0;6;0;0.0
1;18;0;165.7;0;0;0;0.0;0;0;0.0
1;20;1;122.7;1;6;0;0.0;6;0;0.0
1;29;0;141.4;1;5;4;11.25;5;4;11.8
1;44;0;156.4;1;6;5;11.571.428.571.428.500;6;0;0.0
1;18;0;148.5;0;5;4;10.0;5;1;16.0
1;20;1;140.0;0;6;5;13.833.333.333.333.300;6;6;12.3
1;20;0;131.7;0;6;4;12.75;9;3;12.666.666.666.666.600
1;36;0;104.7;0;4;0;0.0;5;0;0.0
1;19;0;150.0;0;6;5;11.6;6;2;11.0
1;29;0;110.0;0;5;0;0.0;5;0;0.0
1;18;0;129.1;0;6;4;11.25;6;3;10.333.333.333.333.300
1;24;0;120.0;0;6;0;0.0;6;0;0.0
1;20;0;127.0;0;6;6;14.333.333.333.333.300;6;6;15.0
1;45;0;151.5;1;6;0;0.0;5;0;0.0
1;28;1;126.8;0;23;20;13.5;23;20;13.5
1;23;0;140.8;0;6;6;12.666.666.666.666.600;6;5;12.2
1;18;0;125.6;0;7;7;12.444.285.714.285.700;8;7;11.347.142.857.142.800
1;23;0;127.8;0;5;3;10.666.666.666.666.600;5;3;11.333.333.333.333.300
1;22;0;120.0;0;0;0;0.0;0;0;0.0
1;22;1;131.3;0;6;6;12.666.666.666.666.600;6;5;12.4
1;33;0;155.7;0;5;5;13.2;5;5;14.833.333.333.333.300
1;21;0;128.5;0;12;10;12.7;12;11;12.181.818.181.818.100
1;45;0;170.0;0;5;5;14.833.333.333.333.300;5;5;14.8
1;44;0;100.0;0;10;4;11.5;7;1;12.0
1;42;0;107.2;0;6;0;0.0;6;0;0.0
1;20;0;139.3;0;5;0;0.0;5;0;0.0
1;20;0;123.2;0;5;3;12.666.666.666.666.600;5;2;12.5
1;20;1;122.3;0;6;6;14.714.285.714.285.700;6;6;12.5
1;20;0;127.9;0;6;3;13.666.666.666.666.600;6;4;10.25
1;19;0;120.3;0;5;5;10.8;5;2;13.5
1;26;0;128.5;1;8;4;10.5;10;7;10.428.571.428.571.400
1;31;0;150.0;0;6;6;15.0;6;5;12.5
1;19;1;136.1;1;6;6;12.666.666.666.666.600;6;6;14.0
1;28;0;128.0;0;6;6;13.166.666.666.666.600;6;6;13.666.666.666.666.600
1;20;1;158.1;0;0;0;0.0;0;0;0.0
0;43;0;108.7;0;6;6;13.0;6;6;12.5
1;25;1;110.0;0;0;0;0.0;0;0;0.0
0;40;0;120.0;1;6;2;10.0;6;1;15.0
0;20;0;150.0;0;6;6;13.333.333.333.333.300;6;5;13.375
0;46;0;113.0;0;6;3;12.333.333.333.333.300;6;6;13.333.333.333.333.300
0;26;0;118.6;0;21;20;13.181.818.181.818.100;14;14;11.642.857.142.857.100
0;34;1;148.8;0;7;6;12.513.333.333.333.300;8;7;13.071.428.571.428.500
0;19;0;120.3;0;6;0;0.0;6;0;0.0
0;18;1;127.0;0;8;7;13.585.714.285.714.200;8;7;13.585.714.285.714.200
0;18;0;113.8;0;7;7;11.155.555.555.555.500;8;8;11.425
1;37;1;108.0;0;7;6;11.857.142.857.142.800;6;5;12.0
1;23;1;129.1;0;0;0;0.0;0;0;0.0
1;26;0;135.9;0;14;14;14.0;13;13;13.615.384.615.384.600
0;18;0;154.4;0;6;5;12.0;6;0;0.0
0;18;0;190.0;0;7;4;11.575;7;5;12.419.999.999.999.900
0;19;0;132.5;0;7;7;13.198.571.428.571.400;8;8;130.625
0;18;0;163.3;0;6;6;13.5;6;6;12.0
0;19;0;122.5;0;6;6;13.333.333.333.333.300;6;5;12.8
1;20;0;121.0;0;5;4;14.25;5;1;10.0
0;22;1;131.8;0;6;6;12.166.666.666.666.600;6;4;12.0
0;18;1;135.0;0;8;7;12.214.285.714.285.700;8;7;12.214.285.714.285.700
0;18;1;141.7;0;6;6;12.666.666.666.666.600;6;6;13.0
0;18;1;131.3;0;6;6;12.285.714.285.714.200;6;6;13.5
0;18;1;123.9;0;6;6;13.0;6;6;13.0
0;18;0;126.1;0;6;6;12.142.857.142.857.100;6;6;11.166.666.666.666.600
0;19;1;126.5;0;7;7;13.875.714.285.714.200;8;7;13.085.714.285.714.200
0;20;0;107.3;0;6;0;0.0;6;0;0.0
0;19;1;95.0;0;6;6;11.666.666.666.666.600;6;0;0.0
0;18;0;116.1;0;6;6;13.153.846.153.846.100;6;3;11.0
0;18;1;134.6;0;6;6;14.5;6;6;12.833.333.333.333.300
0;18;1;128.0;0;7;7;1.444.142.857.142.850;8;8;1.365.625
0;18;0;144.2;0;6;6;15.166.666.666.666.600;6;6;14.285.714.285.714.200
0;18;1;129.5;0;5;5;11.6;5;4;12.625
0;18;0;116.8;1;6;6;11.666.666.666.666.600;6;6;12.333.333.333.333.300
0;20;1;160.0;0;6;6;12.625;6;6;13.2
0;19;1;127.1;0;6;3;12.666.666.666.666.600;6;6;11.0
0;18;1;126.3;0;6;6;12.833.333.333.333.300;6;6;13.0
0;19;1;112.9;0;6;6;11.857.142.857.142.800;6;6;13.142.857.142.857.100
0;19;0;130.2;0;6;5;11.4;6;4;10.75
0;19;0;100.0;0;5;5;14.857.142.857.142.800;5;5;15.142.857.142.857.100
0;19;0;121.6;0;6;6;14.714.285.714.285.700;6;6;15.833.333.333.333.300
0;20;0;130.0;1;6;6;13.5;6;5;13.0
0;18;1;121.7;0;5;4;11.5;5;5;12.4
0;33;0;120.0;0;5;2;14.0;5;0;0.0
0;19;1;143.5;0;7;6;12.833.333.333.333.300;6;0;0.0
0;18;1;128.3;0;7;7;13.428.571.428.571.400;8;8;14.75
0;19;0;111.9;0;6;0;0.0;6;0;0.0
0;19;0;140.0;0;6;3;11.666.666.666.666.600;6;4;11.5
0;18;0;137.6;0;6;6;16.0;6;6;14.333.333.333.333.300
0;20;0;135.0;0;6;6;13.833.333.333.333.300;6;6;11.833.333.333.333.300
0;19;0;133.8;0;8;8;132.325;8;8;132.325
1;18;1;126.9;0;6;6;14.0;6;6;14.166.666.666.666.600
1;19;1;106.7;1;6;2;10.0;6;0;0.0
0;25;0;145.7;0;16;15;13.333.333.333.333.300;13;11;12.272.727.272.727.200
0;20;1;153.1;0;6;6;12.5;6;6;14.333.333.333.333.300
0;19;0;118.7;0;6;6;12.5;6;6;11.5
1;33;0;161.8;1;5;2;10.5;5;0;0.0
1;18;0;124.9;1;5;3;10.666.666.666.666.600;5;3;11.333.333.333.333.300
1;18;0;150.8;0;5;4;10.5;5;2;10.5
0;19;0;130.0;0;5;4;12.0;5;5;11.4
0;18;0;163.6;0;0;0;0.0;0;0;0.0
0;19;0;115.0;0;5;5;11.5;5;2;10.666.666.666.666.600
0;18;0;136.8;0;6;6;14.0;6;6;13.5
0;18;0;130.9;0;6;6;13.5;6;5;12.6
0;18;0;127.0;0;8;8;1.307.375;8;8;1.307.375
0;37;0;120.0;0;7;2;10.75;7;0;0.0
0;20;0;126.0;0;6;1;12.0;5;0;0.0
0;20;1;153.8;0;6;6;14.0;6;6;13.333.333.333.333.300
1;21;0;140.0;0;6;6;12.333.333.333.333.300;6;6;13.428.571.428.571.400
0;18;1;136.6;0;7;7;13.464.285.714.285.700;8;8;14.788.888.888.888.800
0;26;0;105.0;0;6;3;10.666.666.666.666.600;6;5;11.2
0;41;0;139.4;1;5;5;11.6;5;5;12.2
0;18;1;140.0;0;6;6;13.666.666.666.666.600;6;6;14.666.666.666.666.600
0;18;0;130.8;1;8;8;144.025;8;8;144.025
0;31;0;138.8;0;7;7;1.546.875;8;8;163.875
0;23;0;110.0;1;6;6;12.625;6;6;14.166.666.666.666.600
0;19;0;127.8;0;7;6;14.983.333.333.333.300;7;6;14.983.333.333.333.300
0;20;1;134.2;0;6;6;15.0;6;6;13.0
0;40;0;143.0;0;9;9;1.588.888.888.888.880;7;7;14.142.857.142.857.100
0;32;0;120.0;1;6;4;11.5;6;3;11.0
0;24;0;113.2;0;6;2;10.5;6;1;10.0
0;18;0;135.8;0;7;6;13.983.333.333.333.300;7;6;13.983.333.333.333.300
0;18;0;143.5;0;6;6;13.0;6;6;12.833.333.333.333.300
0;18;1;148.9;0;6;6;13.666.666.666.666.600;6;6;13.0
0;27;0;115.6;0;6;0;0.0;6;0;0.0
0;18;0;159.3;0;5;5;14.4;5;5;15.4
0;26;0;138.5;0;5;4;12.0;5;4;11.25
0;19;0;133.2;0;6;6;14.166.666.666.666.600;6;6;13.666.666.666.666.600
0;19;0;117.6;0;6;5;12.2;6;6;12.0
0;21;0;108.7;0;5;3;12.0;5;3;12.666.666.666.666.600
0;24;0;106.0;0;5;2;10.5;5;1;11.0
0;20;0;122.6;0;6;3;12.333.333.333.333.300;6;2;10.5
0;18;0;127.4;0;6;5;12.2;6;5;12.2
0;30;0;100.0;0;6;0;0.0;6;0;0.0
0;22;0;95.0;1;7;6;11.5;7;6;13.166.666.666.666.600
0;21;0;130.0;0;9;9;1.088.888.888.888.880;10;10;11.615.384.615.384.600
0;26;0;122.8;0;7;6;12.166.666.666.666.600;8;8;11.675
0;23;0;115.0;0;5;2;10.0;5;1;12.0
0;18;1;145.9;0;6;6;12.666.666.666.666.600;6;6;12.166.666.666.666.600
0;21;0;143.0;1;6;5;11.4;6;5;12.2
